row_id,icd9_code,short_title,long_title
611,01802,Ac miliary tb-exam unkn,"Acute miliary tuberculosis, bacteriological or histological examination unknown (at present)"
612,01803,Ac miliary tb-micro dx,"Acute miliary tuberculosis, tubercle bacilli found (in sputum) by microscopy"
613,01804,Acute miliary tb-cult dx,"Acute miliary tuberculosis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
614,01805,Ac miliary tb-histo dx,"Acute miliary tuberculosis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
615,01806,Ac miliary tb-oth test,"Acute miliary tuberculosis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
616,01880,Miliary TB NEC-unspec,"Other specified miliary tuberculosis, unspecified"
617,01881,Miliary TB NEC-no exam,"Other specified miliary tuberculosis, bacteriological or histological examination not done"
618,01882,Miliary TB NEC-exam unkn,"Other specified miliary tuberculosis, bacteriological or histological examination unknown (at present)"
619,01883,Miliary TB NEC-micro dx,"Other specified miliary tuberculosis, tubercle bacilli found (in sputum) by microscopy"
620,01884,Miliary TB NEC-cult dx,"Other specified miliary tuberculosis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
621,01885,Miliary TB NEC-histo dx,"Other specified miliary tuberculosis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
622,01886,Miliary TB NEC-oth test,"Other specified miliary tuberculosis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
623,01890,Miliary TB NOS-unspec,"Miliary tuberculosis, unspecified, unspecified"
624,01891,Miliary TB NOS-no exam,"Miliary tuberculosis, unspecified, bacteriological or histological examination not done"
625,01892,Miliary TB NOS-exam unkn,"Miliary tuberculosis, unspecified, bacteriological or histological examination unknown (at present)"
626,0330,Bordetella pertussis,Whooping cough due to bordetella pertussis [B. pertussis]
627,0331,Bordetella parapertussis,Whooping cough due to bordetella parapertussis [B. parapertussis]
628,0338,Whooping cough NEC,Whooping cough due to other specified organism
629,0339,Whooping cough NOS,"Whooping cough, unspecified organism"
630,0340,Strep sore throat,Streptococcal sore throat
631,0341,Scarlet fever,Scarlet fever
632,035,Erysipelas,Erysipelas
633,0360,Meningococcal meningitis,Meningococcal meningitis
634,0361,Meningococc encephalitis,Meningococcal encephalitis
635,0362,Meningococcemia,Meningococcemia
636,0363,Meningococc adrenal synd,"Waterhouse-Friderichsen syndrome, meningococcal"
637,03640,Meningococc carditis NOS,"Meningococcal carditis, unspecified"
638,03641,Meningococc pericarditis,Meningococcal pericarditis
639,03642,Meningococc endocarditis,Meningococcal endocarditis
640,03643,Meningococc myocarditis,Meningococcal myocarditis
641,03681,Meningococc optic neurit,Meningococcal optic neuritis
642,03682,Meningococc arthropathy,Meningococcal arthropathy
643,03689,Meningococcal infect NEC,Other specified meningococcal infections
644,0369,Meningococcal infect NOS,"Meningococcal infection, unspecified"
645,037,Tetanus,Tetanus
646,0380,Streptococcal septicemia,Streptococcal septicemia
647,03810,Staphylcocc septicem NOS,"Staphylococcal septicemia, unspecified"
648,03811,Meth susc Staph aur sept,Methicillin susceptible Staphylococcus aureus septicemia
649,03812,MRSA septicemia,Methicillin resistant Staphylococcus aureus septicemia
650,03819,Staphylcocc septicem NEC,Other staphylococcal septicemia
651,0382,Pneumococcal septicemia,Pneumococcal septicemia [Streptococcus pneumoniae septicemia]
652,0383,Anaerobic septicemia,Septicemia due to anaerobes
653,03840,Gram-neg septicemia NOS,"Septicemia due to gram-negative organism, unspecified"
654,03841,H. influenae septicemia,Septicemia due to hemophilus influenzae [H. influenzae]
655,03842,E coli septicemia,Septicemia due to escherichia coli [E. coli]
656,03843,Pseudomonas septicemia,Septicemia due to pseudomonas
657,03844,Serratia septicemia,Septicemia due to serratia
658,03849,Gram-neg septicemia NEC,Other septicemia due to gram-negative organisms
659,0388,Septicemia NEC,Other specified septicemias
660,0389,Septicemia NOS,Unspecified septicemia
661,0390,Cutaneous actinomycosis,Cutaneous actinomycotic infection
662,0391,Pulmonary actinomycosis,Pulmonary actinomycotic infection
663,0392,Abdominal actinomycosis,Abdominal actinomycotic infection
664,0393,Cervicofac actinomycosis,Cervicofacial actinomycotic infection
665,0394,Madura foot,Madura foot
666,0398,Actinomycosis NEC,Actinomycotic infection of other specified sites
667,0399,Actinomycosis NOS,Actinomycotic infection of unspecified site
668,0400,Gas gangrene,Gas gangrene
669,0401,Rhinoscleroma,Rhinoscleroma
670,0402,Whipple's disease,Whipple's disease
671,0403,Necrobacillosis,Necrobacillosis
672,04041,Infant botulism,Infant botulism
673,04042,Wound botulism,Wound botulism
674,04081,Tropical pyomyositis,Tropical pyomyositis
675,04082,Toxic shock syndrome,Toxic shock syndrome
676,04089,Bacterial diseases NEC,Other specified bacterial diseases
677,04100,Streptococcus unspecf,"Streptococcus infection in conditions classified elsewhere and of unspecified site, streptococcus, unspecified"
678,04101,Streptococcus group a,"Streptococcus infection in conditions classified elsewhere and of unspecified site, streptococcus, group A"
679,04102,Streptococcus group b,"Streptococcus infection in conditions classified elsewhere and of unspecified site, streptococcus, group B"
680,04103,Streptococcus group c,"Streptococcus infection in conditions classified elsewhere and of unspecified site, streptococcus, group C"
681,04104,Enterococcus group d,"Streptococcus infection in conditions classified elsewhere and of unspecified site, streptococcus, group D [Enterococcus]"
682,04105,Streptococcus group g,"Streptococcus infection in conditions classified elsewhere and of unspecified site, streptococcus, group G"
683,01893,Miliary TB NOS-micro dx,"Miliary tuberculosis, unspecified, tubercle bacilli found (in sputum) by microscopy"
684,01894,Miliary TB NOS-cult dx,"Miliary tuberculosis, unspecified, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
685,01895,Miliary TB NOS-histo dx,"Miliary tuberculosis, unspecified, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
686,01896,Miliary TB NOS-oth test,"Miliary tuberculosis, unspecified, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
687,0200,Bubonic plague,Bubonic plague
688,0201,Cellulocutaneous plague,Cellulocutaneous plague
689,0202,Septicemic plague,Septicemic plague
690,0203,Primary pneumonic plague,Primary pneumonic plague
691,0204,Secondary pneumon plague,Secondary pneumonic plague
692,0205,Pneumonic plague NOS,"Pneumonic plague, unspecified"
693,0208,Other types of plague,Other specified types of plague
694,0209,Plague NOS,"Plague, unspecified"
695,0210,Ulceroglandul tularemia,Ulceroglandular tularemia
696,0211,Enteric tularemia,Enteric tularemia
697,0212,Pulmonary tularemia,Pulmonary tularemia
698,0213,Oculoglandular tularemia,Oculoglandular tularemia
699,0218,Tularemia NEC,Other specified tularemia
700,0219,Tularemia NOS,Unspecified tularemia
701,0220,Cutaneous anthrax,Cutaneous anthrax
702,0221,Pulmonary anthrax,Pulmonary anthrax
703,0222,Gastrointestinal anthrax,Gastrointestinal anthrax
704,0223,Anthrax septicemia,Anthrax septicemia
705,0228,Other anthrax manifest,Other specified manifestations of anthrax
706,0229,Anthrax NOS,"Anthrax, unspecified"
707,0230,Brucella melitensis,Brucella melitensis
708,0231,Brucella abortus,Brucella abortus
709,0232,Brucella suis,Brucella suis
710,0233,Brucella canis,Brucella canis
711,0238,Brucellosis NEC,Other brucellosis
712,0239,Brucellosis NOS,"Brucellosis, unspecified"
713,024,Glanders,Glanders
714,025,Melioidosis,Melioidosis
715,0260,Spirillary fever,Spirillary fever
716,0261,Streptobacillary fever,Streptobacillary fever
717,0269,Rat-bite fever NOS,Unspecified rat-bite fever
718,0270,Listeriosis,Listeriosis
719,0271,Erysipelothrix infection,Erysipelothrix infection
720,0272,Pasteurellosis,Pasteurellosis
721,0278,Zoonotic bact dis NEC,Other specified zoonotic bacterial diseases
722,0279,Zoonotic bact dis NOS,Unspecified zoonotic bacterial disease
723,0300,Lepromatous leprosy,Lepromatous leprosy [type L]
724,0301,Tuberculoid leprosy,Tuberculoid leprosy [type T]
725,0302,Indeterminate leprosy,Indeterminate leprosy [group I]
726,0303,Borderline leprosy,Borderline leprosy [group B]
727,0308,Leprosy NEC,Other specified leprosy
728,0309,Leprosy NOS,"Leprosy, unspecified"
729,0310,Pulmonary mycobacteria,Pulmonary diseases due to other mycobacteria
730,0311,Cutaneous mycobacteria,Cutaneous diseases due to other mycobacteria
731,0312,DMAC bacteremia,Disseminated due to other mycobacteria
732,0318,Mycobacterial dis NEC,Other specified mycobacterial diseases
733,0319,Mycobacterial dis NOS,Unspecified diseases due to mycobacteria
734,0320,Faucial diphtheria,Faucial diphtheria
735,0321,Nasopharynx diphtheria,Nasopharyngeal diphtheria
736,0322,Ant nasal diphtheria,Anterior nasal diphtheria
737,0323,Laryngeal diphtheria,Laryngeal diphtheria
738,03281,Conjunctival diphtheria,Conjunctival diphtheria
739,03282,Diphtheritic myocarditis,Diphtheritic myocarditis
740,03283,Diphtheritic peritonitis,Diphtheritic peritonitis
741,03284,Diphtheritic cystitis,Diphtheritic cystitis
742,03285,Cutaneous diphtheria,Cutaneous diphtheria
743,03289,Diphtheria NEC,Other specified diphtheria
744,0329,Diphtheria NOS,"Diphtheria, unspecified"
745,01302,TB meningitis-exam unkn,"Tuberculous meningitis, bacteriological or histological examination unknown (at present)"
746,01303,TB meningitis-micro dx,"Tuberculous meningitis, tubercle bacilli found (in sputum) by microscopy"
747,01304,TB meningitis-cult dx,"Tuberculous meningitis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
748,01305,TB meningitis-histo dx,"Tuberculous meningitis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
749,01306,TB meningitis-oth test,"Tuberculous meningitis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
750,01310,Tubrclma meninges-unspec,"Tuberculoma of meninges, unspecified"
751,01311,Tubrclma mening-no exam,"Tuberculoma of meninges, bacteriological or histological examination not done"
752,01312,Tubrclma menin-exam unkn,"Tuberculoma of meninges, bacteriological or histological examination unknown (at present)"
753,01313,Tubrclma mening-micro dx,"Tuberculoma of meninges, tubercle bacilli found (in sputum) by microscopy"
754,01314,Tubrclma mening-cult dx,"Tuberculoma of meninges, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
755,01315,Tubrclma mening-histo dx,"Tuberculoma of meninges, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
756,01316,Tubrclma mening-oth test,"Tuberculoma of meninges, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
757,01320,Tuberculoma brain-unspec,"Tuberculoma of brain, unspecified"
758,01321,Tubrcloma brain-no exam,"Tuberculoma of brain, bacteriological or histological examination not done"
759,01322,Tubrclma brain-exam unkn,"Tuberculoma of brain, bacteriological or histological examination unknown (at present)"
760,01323,Tubrcloma brain-micro dx,"Tuberculoma of brain, tubercle bacilli found (in sputum) by microscopy"
761,01324,Tubrcloma brain-cult dx,"Tuberculoma of brain, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
762,01325,Tubrcloma brain-histo dx,"Tuberculoma of brain, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
763,01326,Tubrcloma brain-oth test,"Tuberculoma of brain, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
764,01330,TB brain abscess-unspec,"Tuberculous abscess of brain, unspecified"
765,01331,TB brain abscess-no exam,"Tuberculous abscess of brain, bacteriological or histological examination not done"
766,01332,TB brain absc-exam unkn,"Tuberculous abscess of brain, bacteriological or histological examination unknown (at present)"
767,01333,TB brain absc-micro dx,"Tuberculous abscess of brain, tubercle bacilli found (in sputum) by microscopy"
768,01334,TB brain abscess-cult dx,"Tuberculous abscess of brain, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
769,01335,TB brain absc-histo dx,"Tuberculous abscess of brain, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
770,01336,TB brain absc-oth test,"Tuberculous abscess of brain, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
771,01340,Tubrclma sp cord-unspec,"Tuberculoma of spinal cord, unspecified"
772,01341,Tubrclma sp cord-no exam,"Tuberculoma of spinal cord, bacteriological or histological examination not done"
773,01342,Tubrclma sp cd-exam unkn,"Tuberculoma of spinal cord, bacteriological or histological examination unknown (at present)"
774,01343,Tubrclma sp crd-micro dx,"Tuberculoma of spinal cord, tubercle bacilli found (in sputum) by microscopy"
775,01344,Tubrclma sp cord-cult dx,"Tuberculoma of spinal cord, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
776,01345,Tubrclma sp crd-histo dx,"Tuberculoma of spinal cord, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
777,01346,Tubrclma sp crd-oth test,"Tuberculoma of spinal cord, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
778,01350,TB sp crd abscess-unspec,"Tuberculous abscess of spinal cord, unspecified"
779,01351,TB sp crd absc-no exam,"Tuberculous abscess of spinal cord, bacteriological or histological examination not done"
780,01352,TB sp crd absc-exam unkn,"Tuberculous abscess of spinal cord, bacteriological or histological examination unknown (at present)"
781,01353,TB sp crd absc-micro dx,"Tuberculous abscess of spinal cord, tubercle bacilli found (in sputum) by microscopy"
782,01354,TB sp crd absc-cult dx,"Tuberculous abscess of spinal cord, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
783,01355,TB sp crd absc-histo dx,"Tuberculous abscess of spinal cord, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
784,01356,TB sp crd absc-oth test,"Tuberculous abscess of spinal cord, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
785,01360,TB encephalitis-unspec,"Tuberculous encephalitis or myelitis, unspecified"
786,01361,TB encephalitis-no exam,"Tuberculous encephalitis or myelitis, bacteriological or histological examination not done"
787,01362,TB encephalit-exam unkn,"Tuberculous encephalitis or myelitis, bacteriological or histological examination unknown (at present)"
788,01363,TB encephalitis-micro dx,"Tuberculous encephalitis or myelitis, tubercle bacilli found (in sputum) by microscopy"
789,01364,TB encephalitis-cult dx,"Tuberculous encephalitis or myelitis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
790,01365,TB encephalitis-histo dx,"Tuberculous encephalitis or myelitis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
791,01366,TB encephalitis-oth test,"Tuberculous encephalitis or myelitis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
792,01380,Cns TB NEC-unspec,"Other specified tuberculosis of central nervous system, unspecified"
793,01381,Cns TB NEC-no exam,"Other specified tuberculosis of central nervous system, bacteriological or histological examination not done"
794,01382,Cns TB NEC-exam unkn,"Other specified tuberculosis of central nervous system, bacteriological or histological examination unknown (at present)"
795,01383,Cns TB NEC-micro dx,"Other specified tuberculosis of central nervous system, tubercle bacilli found (in sputum) by microscopy"
796,01384,Cns TB NEC-cult dx,"Other specified tuberculosis of central nervous system, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
797,01385,Cns TB NEC-histo dx,"Other specified tuberculosis of central nervous system, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
798,01386,Cns TB NEC-oth test,"Other specified tuberculosis of central nervous system, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
799,01390,Cns TB NOS-unspec,"Unspecified tuberculosis of central nervous system, unspecified"
800,01391,Cns TB NOS-no exam,"Unspecified tuberculosis of central nervous system, bacteriological or histological examination not done"
801,01392,Cns TB NOS-exam unkn,"Unspecified tuberculosis of central nervous system, bacteriological or histological examination unknown (at present)"
802,01393,Cns TB NOS-micro dx,"Unspecified tuberculosis of central nervous system, tubercle bacilli found (in sputum) by microscopy"
803,01394,Cns TB NOS-cult dx,"Unspecified tuberculosis of central nervous system, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
804,01395,Cns TB NOS-histo dx,"Unspecified tuberculosis of central nervous system, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
805,01396,Cns TB NOS-oth test,"Unspecified tuberculosis of central nervous system, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
806,01400,TB peritonitis-unspec,"Tuberculous peritonitis, unspecified"
807,01401,TB peritonitis-no exam,"Tuberculous peritonitis, bacteriological or histological examination not done"
808,01402,TB peritonitis-exam unkn,"Tuberculous peritonitis, bacteriological or histological examination unknown (at present)"
809,01403,TB peritonitis-micro dx,"Tuberculous peritonitis, tubercle bacilli found (in sputum) by microscopy"
810,01404,TB peritonitis-cult dx,"Tuberculous peritonitis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
811,01405,TB peritonitis-histo dx,"Tuberculous peritonitis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
812,01406,TB peritonitis-oth test,"Tuberculous peritonitis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
813,01480,Intestinal TB NEC-unspec,"Other tuberculosis of intestines, peritoneum, and mesenteric glands, unspecified"
814,01481,Intestin TB NEC-no exam,"Other tuberculosis of intestines, peritoneum, and mesenteric glands, bacteriological or histological examination not done"
815,01482,Intest TB NEC-exam unkn,"Other tuberculosis of intestines, peritoneum, and mesenteric glands, bacteriological or histological examination unknown (at present)"
816,01483,Intestin TB NEC-micro dx,"Other tuberculosis of intestines, peritoneum, and mesenteric glands, tubercle bacilli found (in sputum) by microscopy"
817,01484,Intestin TB NEC-cult dx,"Other tuberculosis of intestines, peritoneum, and mesenteric glands, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
818,01485,Intestin TB NEC-histo dx,"Other tuberculosis of intestines, peritoneum, and mesenteric glands, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
819,01486,Intestin TB NEC-oth test,"Other tuberculosis of intestines, peritoneum, and mesenteric glands, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
820,01500,TB of vertebra-unspec,"Tuberculosis of vertebral column, unspecified"
821,01501,TB of vertebra-no exam,"Tuberculosis of vertebral column, bacteriological or histological examination not done"
822,01502,TB of vertebra-exam unkn,"Tuberculosis of vertebral column, bacteriological or histological examination unknown (at present)"
823,01503,TB of vertebra-micro dx,"Tuberculosis of vertebral column, tubercle bacilli found (in sputum) by microscopy"
824,01504,TB of vertebra-cult dx,"Tuberculosis of vertebral column, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
825,01505,TB of vertebra-histo dx,"Tuberculosis of vertebral column, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
826,01506,TB of vertebra-oth test,"Tuberculosis of vertebral column, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
827,01510,TB of hip-unspec,"Tuberculosis of hip, unspecified"
828,01511,TB of hip-no exam,"Tuberculosis of hip, bacteriological or histological examination not done"
829,01512,TB of hip-exam unkn,"Tuberculosis of hip, bacteriological or histological examination unknown (at present)"
830,01513,TB of hip-micro dx,"Tuberculosis of hip, tubercle bacilli found (in sputum) by microscopy"
831,01514,TB of hip-cult dx,"Tuberculosis of hip, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
832,01515,TB of hip-histo dx,"Tuberculosis of hip, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
833,01516,TB of hip-oth test,"Tuberculosis of hip, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
834,01520,TB of knee-unspec,"Tuberculosis of knee, unspecified"
835,01521,TB of knee-no exam,"Tuberculosis of knee, bacteriological or histological examination not done"
836,01522,TB of knee-exam unkn,"Tuberculosis of knee, bacteriological or histological examination unknown (at present)"
837,01523,TB of knee-micro dx,"Tuberculosis of knee, tubercle bacilli found (in sputum) by microscopy"
838,01524,TB of knee-cult dx,"Tuberculosis of knee, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
839,01525,TB of knee-histo dx,"Tuberculosis of knee, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
840,01526,TB of knee-oth test,"Tuberculosis of knee, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
841,01550,TB of limb bones-unspec,"Tuberculosis of limb bones, unspecified"
842,01551,TB limb bones-no exam,"Tuberculosis of limb bones, bacteriological or histological examination not done"
843,01552,TB limb bones-exam unkn,"Tuberculosis of limb bones, bacteriological or histological examination unknown (at present)"
844,01553,TB limb bones-micro dx,"Tuberculosis of limb bones, tubercle bacilli found (in sputum) by microscopy"
845,01554,TB limb bones-cult dx,"Tuberculosis of limb bones, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
846,01555,TB limb bones-histo dx,"Tuberculosis of limb bones, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
847,01556,TB limb bones-oth test,"Tuberculosis of limb bones, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
848,01560,TB of mastoid-unspec,"Tuberculosis of mastoid, unspecified"
849,01561,TB of mastoid-no exam,"Tuberculosis of mastoid, bacteriological or histological examination not done"
850,01562,TB of mastoid-exam unkn,"Tuberculosis of mastoid, bacteriological or histological examination unknown (at present)"
851,01563,TB of mastoid-micro dx,"Tuberculosis of mastoid, tubercle bacilli found (in sputum) by microscopy"
852,01564,TB of mastoid-cult dx,"Tuberculosis of mastoid, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
853,01565,TB of mastoid-histo dx,"Tuberculosis of mastoid, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
854,01566,TB of mastoid-oth test,"Tuberculosis of mastoid, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
855,01570,TB of bone NEC-unspec,"Tuberculosis of other specified bone, unspecified"
856,01571,TB of bone NEC-no exam,"Tuberculosis of other specified bone, bacteriological or histological examination not done"
857,01572,TB of bone NEC-exam unkn,"Tuberculosis of other specified bone, bacteriological or histological examination unknown (at present)"
858,01573,TB of bone NEC-micro dx,"Tuberculosis of other specified bone, tubercle bacilli found (in sputum) by microscopy"
859,01574,TB of bone NEC-cult dx,"Tuberculosis of other specified bone, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
860,01575,TB of bone NEC-histo dx,"Tuberculosis of other specified bone, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
861,01576,TB of bone NEC-oth test,"Tuberculosis of other specified bone, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
862,01580,TB of joint NEC-unspec,"Tuberculosis of other specified joint, unspecified"
863,01581,TB of joint NEC-no exam,"Tuberculosis of other specified joint, bacteriological or histological examination not done"
864,1289,Helminthiasis NOS,"Helminth infection, unspecified"
865,129,Intestin parasitism NOS,"Intestinal parasitism, unspecified"
866,1300,Toxoplasm meningoenceph,Meningoencephalitis due to toxoplasmosis
867,1301,Toxoplasm conjunctivitis,Conjunctivitis due to toxoplasmosis
868,1302,Toxoplasm chorioretinit,Chorioretinitis due to toxoplasmosis
869,1303,Toxoplasma myocarditis,Myocarditis due to toxoplasmosis
870,1304,Toxoplasma pneumonitis,Pneumonitis due to toxoplasmosis
871,1305,Toxoplasma hepatitis,Hepatitis due to toxoplasmosis
872,1307,Toxoplasmosis site NEC,Toxoplasmosis of other specified sites
873,1308,Multisystem toxoplasmos,Multisystemic disseminated toxoplasmosis
874,1309,Toxoplasmosis NOS,"Toxoplasmosis, unspecified"
875,13100,Urogenital trichomon NOS,"Urogenital trichomoniasis, unspecified"
876,13101,Trichomonal vaginitis,Trichomonal vulvovaginitis
877,13102,Trichomonal urethritis,Trichomonal urethritis
878,13103,Trichomonal prostatitis,Trichomonal prostatitis
879,13109,Urogenital trichomon NEC,Other urogenital trichomoniasis
880,1318,Trichomoniasis NEC,Trichomoniasis of other specified sites
881,1319,Trichomoniasis NOS,"Trichomoniasis, unspecified"
882,1320,Pediculus capitis,Pediculus capitis [head louse]
883,1321,Pediculus corporis,Pediculus corporis [body louse]
884,1322,Phthirus pubis,Phthirus pubis [pubic louse]
885,1323,Mixed pedicul & phthirus,Mixed pediculosis infestation
886,1329,Pediculosis NOS,"Pediculosis, unspecified"
887,1330,Scabies,Scabies
888,1338,Acariasis NEC,Other acariasis
889,1339,Acariasis NOS,"Acariasis, unspecified"
890,1340,Myiasis,Myiasis
891,1341,Arthropod infest NEC,Other arthropod infestation
892,1342,Hirudiniasis,Hirudiniasis
893,1348,Infestation NEC,Other specified infestations
894,1349,Infestation NOS,"Infestation, unspecified"
895,135,Sarcoidosis,Sarcoidosis
896,1360,Ainhum,Ainhum
897,1361,Behcet's syndrome,Behcet's syndrome
898,13621,Infectn d/t acanthamoeba,Specific infection due to acanthamoeba
899,13629,Infc free-liv amebae NEC,Other specific infections by free-living amebae
900,1363,Pneumocystosis,Pneumocystosis
901,1364,Psorospermiasis,Psorospermiasis
902,1365,Sarcosporidiosis,Sarcosporidiosis
903,1368,Infect/parasite dis NEC,Other specified infectious and parasitic diseases
904,1369,Infect/parasite dis NOS,Unspecified infectious and parasitic diseases
905,1370,"Late effect tb, resp/NOS",Late effects of respiratory or unspecified tuberculosis
906,1371,Late effect cns TB,Late effects of central nervous system tuberculosis
907,1372,Late effect gu TB,Late effects of genitourinary tuberculosis
908,1373,Late eff bone & joint TB,Late effects of tuberculosis of bones and joints
909,1374,Late effect TB NEC,Late effects of tuberculosis of other specified organs
910,138,Late effect acute polio,Late effects of acute poliomyelitis
911,1390,Late eff viral encephal,Late effects of viral encephalitis
912,1391,Late effect of trachoma,Late effects of trachoma
913,1398,Late eff infect dis NEC,Late effects of other and unspecified infectious and parasitic diseases
914,1400,Mal neo upper vermilion,"Malignant neoplasm of upper lip, vermilion border"
915,1401,Mal neo lower vermilion,"Malignant neoplasm of lower lip, vermilion border"
916,1403,"Mal neo upper lip, inner","Malignant neoplasm of upper lip, inner aspect"
917,1404,"Mal neo lower lip, inner","Malignant neoplasm of lower lip, inner aspect"
918,1405,"Mal neo lip, inner NOS","Malignant neoplasm of lip, unspecified, inner aspect"
919,1406,"Mal neo lip, commissure",Malignant neoplasm of commissure of lip
920,1408,Mal neo lip NEC,Malignant neoplasm of other sites of lip
921,1409,Mal neo lip/vermil NOS,"Malignant neoplasm of lip, unspecified, vermilion border"
922,1410,Mal neo tongue base,Malignant neoplasm of base of tongue
923,1411,Mal neo dorsal tongue,Malignant neoplasm of dorsal surface of tongue
924,1412,Mal neo tip/lat tongue,Malignant neoplasm of tip and lateral border of tongue
925,1413,Mal neo ventral tongue,Malignant neoplasm of ventral surface of tongue
926,1414,Mal neo ant 2/3 tongue,"Malignant neoplasm of anterior two-thirds of tongue, part unspecified"
927,1415,Mal neo tongue junction,Malignant neoplasm of junctional zone of tongue
928,1416,Mal neo lingual tonsil,Malignant neoplasm of lingual tonsil
929,1418,Malig neo tongue NEC,Malignant neoplasm of other sites of tongue
930,20221,Sezary's disease head,"Sezary's disease, lymph nodes of head, face, and neck"
931,20222,Sezary's disease thorax,"Sezary's disease, intrathoracic lymph nodes"
932,20223,Sezary's disease abdom,"Sezary's disease, intra-abdominal lymph nodes"
933,20224,Sezary's disease axilla,"Sezary's disease, lymph nodes of axilla and upper limb"
934,20225,Sezary's disease inguin,"Sezary's disease, lymph nodes of inguinal region and lower limb"
935,20226,Sezary's disease pelvic,"Sezary's disease, intrapelvic lymph nodes"
